eps,seed,alpha,nat_acc,cert_acc,adv_acc,config_hash,checkpoint_path
0.03137254901960784,42,1e-06,0.8085,9.999999747378752e-05,0.2715,04c9506994c5478e62ae7b43b5399387,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/04c9506994c5478e62ae7b43b5399387.pt
0.03137254901960784,42,4.297529725877133e-06,0.8023,0.00019999999494757503,0.2778,acdd55422e449f7bb1f33224354218d6,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/acdd55422e449f7bb1f33224354218d6.pt
0.03137254901960784,42,1.846876174479759e-05,0.7939,0.00029999998514540493,0.2914,47213c1afadaf7ac37d33d874611de82,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/47213c1afadaf7ac37d33d874611de82.pt
0.03137254901960784,42,7.937005259840992e-05,0.785,0.0004999999655410647,0.3009,038e0f3ab5a9c55e79a43bcbe7a3c102,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/038e0f3ab5a9c55e79a43bcbe7a3c102.pt
0.03137254901960784,42,0.0003410951603860982,0.7727,0.0007999999797903001,0.324,52673acf8b4115a91427cff257bd0502,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/52673acf8b4115a91427cff257bd0502.pt
0.03137254901960784,42,0.0014658665911120856,0.7587,0.002300000051036477,0.3494,046083eab3eaf8b31ffbe26b5bb3f11d,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/046083eab3eaf8b31ffbe26b5bb3f11d.pt
0.03137254901960784,42,0.006299605249474363,0.7225,0.010199999436736107,0.371,384beced1f4fe2d54f2de449a733aad7,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/384beced1f4fe2d54f2de449a733aad7.pt
0.03137254901960784,42,0.027072740820907683,0.6686,0.05829999968409538,0.3801,4fe5c70acf89bcb5bd19ca04bceaad7e,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/4fe5c70acf89bcb5bd19ca04bceaad7e.pt
0.03137254901960784,42,0.11634590843881808,0.6045,0.23549999296665192,0.3912,c833ae56beee4050b134be2c38fcea3a,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/c833ae56beee4050b134be2c38fcea3a.pt
0.03137254901960784,42,0.5358867312681466,0.5324,0.3452000021934509,0.3914,4d604e3c9e90cc918a558231c1350fec,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/4d604e3c9e90cc918a558231c1350fec.pt
0.03137254901960784,42,0.6155722066724582,0.527,0.35409998893737793,0.3922,6b3979da9463af50014458f60946b4d3,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_8_255/nets/6b3979da9463af50014458f60946b4d3.pt
