eps,seed,alpha,nat_acc,cert_acc,adv_acc,config_hash,checkpoint_path
0.00784313725490196,42,6.316227669701317e-06,0.8485,0.06610000133514404,0.7248,0533c158ecc3fa02ee9faa437c881324,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/0533c158ecc3fa02ee9faa437c881324.pt
0.00784313725490196,42,0.006947906928878752,0.7885,0.54339998960495,0.6892,1bb1d642832a416113944171fa0e4da7,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/1bb1d642832a416113944171fa0e4da7.pt
0.00784313725490196,42,0.00063328939505899,0.8208,0.3828999996185303,0.7187,1c172917a767674627a95eb484ca3f4f,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/1c172917a767674627a95eb484ca3f4f.pt
0.00784313725490196,42,0.5757129508131626,0.685,0.5401999950408936,0.585,42d4e63d88fccdb361cecea259c4aec0,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/42d4e63d88fccdb361cecea259c4aec0.pt
0.00784313725490196,42,3.989473197550053e-05,0.8405,0.14630000293254852,0.725,43d6d7e8514a1832d0fd04a7a4f97e1b,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/43d6d7e8514a1832d0fd04a7a4f97e1b.pt
0.00784313725490196,42,0.00010026386447354524,0.8363,0.21040000021457672,0.7267,45c27429bca6909b15a753ac482e2505,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/45c27429bca6909b15a753ac482e2505.pt
0.00784313725490196,42,1.0,0.6614,0.5358999967575073,0.5619,4b3705e4b376bc6340851ebff9efa058,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/4b3705e4b376bc6340851ebff9efa058.pt
0.00784313725490196,42,0.020962447789379165,0.7688,0.5659999847412109,0.6696,4bfb487d5d7ba046398f159fd8f2df9f,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/4bfb487d5d7ba046398f159fd8f2df9f.pt
0.00784313725490196,42,1.5874010519682016e-05,0.8439,0.09730000048875809,0.7316,510062939ddb1d3e2dc35da494cd1e08,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/510062939ddb1d3e2dc35da494cd1e08.pt
0.00784313725490196,42,0.012068352673090326,0.778,0.5587999820709229,0.6777,6874eef773a19f253a4a2d8dfa0bf355,papers/rethinking_evaluation_paradigms/results/hpo/alpha_sweep/cifar10_cnn7_mtl_ibp_alpha_sweep_2_255/nets/6874eef773a19f253a4a2d8dfa0bf355.pt
